ENSEMBL,mean.nrc.f,mean.nrc.m,pvalue,stderr,foldchangesMF,log2FoldChangeMF,ENTREZID,SYMBOL
FBgn0039160,241.1759859,375.8380856,0.000194138,16.6911184,1.55835617,0.640025006,42872,CG5510
FBgn0039163,320.5528972,250.4027146,0.002175797,13.69815066,-1.28014945,-0.356312246,42875,CG5515
FBgn0266282,152.6680278,552.4842477,8.30E-05,42.59798529,3.618860186,1.855535371,42876,jnj
FBgn0011725,479.8748108,2632.930048,0.000234066,276.0272821,5.486701925,2.455939201,42880,twin
FBgn0039169,134.6295355,80.64623391,0.006031881,13.0177239,-1.669384037,-0.739315881,42882,Spps
FBgn0039175,464.2018272,183.1204737,5.81E-07,12.79302935,-2.53495318,-1.341959101,42888,beta-PheRS
FBgn0011225,907.7169237,2660.552927,1.34E-06,91.87370343,2.931038144,1.551411743,42889,jar
FBgn0085319,4.933965598,20.99806054,0.000724339,2.536031711,4.25581819,2.08943652,5740609,CG34290
FBgn0039182,641.5692109,145.2852241,5.63E-06,33.18190606,-4.415928838,-2.142716924,42899,CG5728
FBgn0039186,455.2874308,148.3735735,0.000162136,36.83056215,-3.068521032,-1.617543472,42903,CG5746
FBgn0039188,118.8147974,435.9819062,2.34E-06,18.26361876,3.669424311,1.875553739,42905,Golgin84
FBgn0039189,58.65928287,21.81578341,0.005716617,8.782448132,-2.688846041,-1.426987151,42906,CG18528
FBgn0039190,2.484862433,1865.190836,3.43E-06,114.4876359,750.6213666,9.551941547,42907,CG5762
FBgn0039198,0,2.727450524,0.04571722,1.08533474,Inf,Inf,42915,CG5768
FBgn0000036,33.48726707,73.13503071,0.008182558,10.22179766,2.183965343,1.126949963,42918,nAChRalpha1
FBgn0004118,34.16945407,63.47295901,0.001039185,4.953923927,1.857593595,0.893434903,42920,nAChRbeta2
FBgn0039205,54.02652946,122.8283567,0.000278177,9.101140909,2.273482266,1.184903751,42926,CG13623
FBgn0039207,1185.27873,296.8348708,1.29E-05,68.49854705,-3.993057576,-1.997493874,42928,CG5789
FBgn0039209,305.7303367,371.8530778,0.01155854,18.43883716,1.216277985,0.282473,42930,REPTOR
FBgn0039210,138.0801255,63.50217372,0.001180183,12.91938604,-2.174415731,-1.120627798,42931,CG13625
FBgn0039212,165.1753935,304.2777413,0.000127036,15.98083699,1.842149336,0.88139002,42933,Syx18
FBgn0262858,3.542671612,220.1030094,1.18E-05,16.44623239,62.12910297,5.95719732,12798528,CG43222
FBgn0039214,544.4729428,1005.769799,5.01E-05,44.98038924,1.847235592,0.885367876,42935,puf
FBgn0051125,6.565412454,35.13395068,0.000373261,3.987560151,5.351369913,2.419908259,318599,CG31125
FBgn0020018,129.5281905,362.2114759,5.54E-05,23.09021258,2.796391076,1.483566136,42939,Ppox
FBgn0039219,362.8086943,300.4186869,0.010552524,17.03649061,-1.207676853,-0.272234474,42943,CG13630
FBgn0015591,61.83067307,108.3568525,0.000592959,7.074715688,1.752477324,0.809395777,42947,AstA
FBgn0039226,97.61624054,293.9618185,9.86E-05,21.5633749,3.011402784,1.590435686,42953,Ude
FBgn0039227,463.9625277,186.8265782,0.00238121,55.10075602,-2.483386102,-1.31230858,42954,polybromo
FBgn0027539,179.7370829,571.455819,1.00E-06,19.54170613,3.17939854,1.668753871,42956,lili
FBgn0027617,89.93315698,43.10656388,0.028866467,16.38275839,-2.08629844,-1.060945547,42957,CG5808
FBgn0039235,0.47483332,252.9101668,2.08E-05,21.11987048,532.6293584,9.056988141,42965,CAH4
FBgn0051105,9.953098814,258.5887277,8.43E-05,26.56352822,25.98072545,4.69936981,318593,ppk22
FBgn0051121,43.78609052,66.07169175,0.000512822,3.298380447,1.508965312,0.593559642,42975,CG31121
FBgn0020626,529.2155895,849.5967149,0.000101862,35.39066948,1.605388676,0.682922627,42985,Osbp
FBgn0029157,685.6614173,1320.843362,0.000204484,79.46929781,1.926378426,0.94589114,42986,ssh
FBgn0039260,447.0106376,775.6450587,9.93E-05,36.13674509,1.735182551,0.795087451,42994,Smg6
FBgn0039261,427.5699831,252.1792948,0.00367154,38.08455994,-1.695499956,-0.761710747,42995,Ythdf
FBgn0259178,136.4928721,104.9179544,0.039453184,12.03994681,-1.300948659,-0.379564028,326119,5PtaseI
FBgn0051111,30.65090822,16.93725632,0.003178706,2.890811497,-1.809673753,-0.855729633,318595,CG31111
FBgn0039273,66.41506065,34.17252836,0.001793464,6.059484123,-1.943522,-0.958673438,43008,shams
FBgn0054027,0.837138565,25.23264394,5.67E-05,2.430759171,30.14153807,4.913681132,3885585,CG34027
FBgn0039277,61.30605825,117.3315325,0.000598782,8.534722608,1.913865217,0.936489232,43014,Nepl16
FBgn0083946,0,449.4362301,4.51E-07,19.60084459,Inf,Inf,4379864,lobo
FBgn0039291,55.32475591,71.55315887,0.003848508,3.558398047,1.293329861,0.371090278,43029,CG13663
FBgn0000158,59.92618078,11.96501775,0.034906973,17.66993876,-5.008448965,-2.324363894,43038,bam
FBgn0039300,4503.547631,1951.873641,2.92E-05,226.4920144,-2.307294661,-1.20620226,43039,RpS27
FBgn0027090,692.8218984,313.0741419,7.78E-07,18.15634968,-2.212964297,-1.145980175,45786,GlnRS
FBgn0039311,299.7401215,924.6016929,0.000220066,79.22078819,3.084677782,1.625119797,43051,CG10513
FBgn0039312,185.0941093,305.501718,0.002156312,23.46975955,1.65052102,0.722921512,43052,CG10514
FBgn0051102,82.950787,123.5367881,0.000131887,4.693986613,1.489278071,0.574613153,326118,CG31102
FBgn0051288,162.0418494,267.9501,0.00859676,27.60752208,1.653585793,0.725597899,318664,CG31288
FBgn0051099,0,404.4756613,7.26E-07,19.11361581,Inf,Inf,326117,CG31099
FBgn0039324,218.909164,468.7055228,0.000285948,33.20921279,2.141095943,1.098349444,43064,CG10553
FBgn0039325,110.1335677,206.2887621,0.008209607,24.80850517,1.873077994,0.905410974,43065,CG10560
FBgn0045761,139.0724441,231.5503713,0.001089722,15.77672279,1.664962264,0.735489479,43067,CHKov1
FBgn0039328,87.3700269,169.2356657,0.000192812,10.13458361,1.936999125,0.953823303,43068,CHKov2
FBgn0039332,91.93426192,181.0269419,0.001756036,16.67422873,1.969091154,0.977529899,43074,alrm
FBgn0039336,62.15652017,37.48501382,0.001199322,4.287186173,-1.658169862,-0.729591803,43078,CG4553
FBgn0261287,0.621992831,1095.273956,2.27E-07,42.54165325,1760.9109,10.7821062,43088,ymp
FBgn0039348,3887.833723,5900.10176,0.010691094,551.1260937,1.517580786,0.601773319,43091,Npl4
FBgn0039349,387.6611046,528.1790615,0.003348061,29.93774813,1.362476284,0.446231118,43092,Ssadh
FBgn0039359,8049.871548,3594.382423,3.63E-05,410.6077926,-2.23957014,-1.16322185,43103,RpL27
FBgn0039360,239.941204,485.7108019,0.000339376,33.71118536,2.024290925,1.017416645,43104,CLS
FBgn0066101,717.5440987,1132.406754,0.004081005,92.08399988,1.578170256,0.658252854,2768687,LpR1
FBgn0039369,0,115.4809687,0.000164525,13.89443027,Inf,Inf,43113,CG17195
FBgn0039370,0,41.51575531,0.000680531,6.477687692,Inf,Inf,43114,CG4956
FBgn0039371,0,68.3534964,4.43E-05,6.52272652,Inf,Inf,43115,CG4960
FBgn0051380,0.147159511,35.92008932,6.15E-05,3.614745888,244.089486,7.931266343,318701,CG31380
FBgn0051093,0,106.8283083,4.01E-07,4.56718081,Inf,Inf,43116,CG31093
FBgn0011670,0.144892335,1438.821827,8.37E-05,153.4876442,9930.282528,13.27761905,43121,Mst57Dc
FBgn0011669,1.794883379,9379.050923,0.000274667,1237.568483,5225.437504,12.35133612,43122,Mst57Db
FBgn0011668,0.21741291,4643.777811,1.98E-07,176.2968469,21359.25517,14.38257372,47954,Mst57Da
FBgn0040602,219.0594125,1.728373796,1.03E-08,5.034192831,-126.7430767,-6.985763132,50075,CG14545
FBgn0039395,0,282.6551447,1.24E-06,14.62539286,Inf,Inf,43142,CG14546
FBgn0039396,2.05443366,8.778049823,0.0010552,1.139996484,4.272734621,2.095159714,2768688,CCAP-R
FBgn0266668,149.1686099,169.0252368,0.037287521,7.451628265,1.133115318,0.180294693,43163,Exo84
FBgn0039406,1210.06835,629.8417012,4.46E-05,55.42189683,-1.921226155,-0.942027354,43169,RpL34a
FBgn0039408,0.402461559,21.24804358,0.00010866,2.329235336,52.79521262,5.722335209,43171,CG14551
FBgn0039411,42.24939463,58.80919776,0.030892274,5.900209174,1.391953619,0.47711114,43174,dysf
FBgn0039417,138.2490361,49.70697983,0.000191287,10.9454434,-2.781280146,-1.475749068,43180,CG6073
FBgn0083966,0,232.088099,8.02E-06,16.48718521,Inf,Inf,4379866,CG34130
FBgn0083965,0.58198533,365.4077957,4.11E-06,23.12622402,627.8642727,9.294308911,43181,CG34129
FBgn0000064,15395.94539,21623.42905,0.00446547,1408.570477,1.404488552,0.490044865,43183,Ald1
FBgn0039421,0.18504865,349.1868604,3.42E-06,21.44347785,1887.000317,10.88187895,43185,CG6036
FBgn0040606,415.8411893,1054.014798,0.010592764,174.4146706,2.534657039,1.341790551,50079,CG6503
FBgn0023178,35.42760989,64.22093663,0.003386526,6.148914084,1.812736926,0.858169569,43193,Pdf
FBgn0039431,149.4151768,54.48816113,0.001575192,17.39155743,-2.742158547,-1.455311988,43197,plum
FBgn0250908,37.7709174,75.93479974,0.004839943,8.779981029,2.010403902,1.007485377,43213,beat-VII
FBgn0023179,135.7063895,262.8375815,0.000332836,17.37610712,1.936810657,0.953682923,43215,amon
FBgn0039449,41.84782045,108.9822992,0.004899123,15.48474857,2.604252696,1.380869443,43216,CG6425
FBgn0039451,309.9339221,437.7170384,0.007082147,31.90944154,1.412291483,0.498037877,43218,CG6420
FBgn0261860,0,153.9938571,9.09E-05,16.66989464,Inf,Inf,10178793,CG42789
FBgn0003267,0,1.237621797,0.040229442,0.474552513,Inf,Inf,43234,ro
FBgn0004510,115.3063607,76.44374136,0.038211207,14.68499919,-1.508381963,-0.593001804,43236,Ets97D
FBgn0039464,198.1745794,335.1016969,4.54E-05,13.1224681,1.690941886,0.757827078,43240,CG6330
FBgn0039465,237.3716188,268.8345583,0.015913837,9.463782433,1.132547183,0.179571156,43241,Tsp97E
FBgn0051075,204.4959413,414.4078689,3.96E-05,19.63893869,2.026484566,1.018979188,43244,CG31075
FBgn0039474,272.3301892,938.2400595,0.000441565,95.86644036,3.445229712,1.784600178,43250,CG6283
FBgn0039478,8.134667446,182.7544553,1.01E-08,4.027992841,22.46612495,4.489679399,43255,Nep5
FBgn0039488,72.63033859,35.32306223,0.004236146,8.345616923,-2.056173333,-1.039961887,43267,CG6066
FBgn0039491,1.096974964,650.504241,9.81E-06,47.74764892,592.9982563,9.211884052,43270,CG6059
FBgn0039492,546.8536376,835.0256807,0.000252274,37.44905993,1.526963749,0.610665812,43271,CG6051
FBgn0004197,13.58582164,83.95968777,0.0001962,8.739313455,6.179949212,2.627594982,43275,Ser
FBgn0261995,332.7057826,461.7463732,1.32E-05,9.983710242,1.387851962,0.472853688,43276,CG42813
FBgn0261996,0,67.86169265,0.00052926,10.1028889,Inf,Inf,10178958,CG42814
FBgn0051064,149.1575486,205.9422983,1.68E-05,4.579220489,1.380703157,0.465403182,43277,CG31064
FBgn0042111,119.7632842,161.8637128,0.013167648,12.10327716,1.351530345,0.434593904,59150,CG18766
FBgn0039501,12.66496393,1394.997486,8.88E-07,67.58185014,110.146187,6.783275743,43282,TTLL6B
FBgn0010441,133.4153387,80.89225135,0.006527134,12.88407717,-1.649296892,-0.721851123,43283,pll
FBgn0010328,989.8547404,413.1763858,0.000584728,87.46062154,-2.395719539,-1.260459025,47249,woc
FBgn0039503,0.18504865,262.1758388,1.83E-05,21.44062801,1416.794121,10.46841442,43286,CG14262
FBgn0040609,115.5373181,363.5594589,0.038186659,93.70298382,3.146684248,1.653832419,50082,CG3348
FBgn0039510,22.57956685,66.40324726,0.000226034,5.582949782,2.940855673,1.556235983,43295,CG3339
FBgn0039511,0.47483332,2209.680977,4.44E-06,141.8609553,4653.592918,12.1841293,43296,CG3330
FBgn0016061,81.19366566,134.2228236,0.012257624,14.99106149,1.653119396,0.725190927,43300,side
FBgn0039521,2.611984089,500.8875536,9.78E-05,54.64767898,191.7651626,7.583196844,43306,CG5402
FBgn0004387,280.8502388,401.5275362,0.000128085,13.8843984,1.429685578,0.515697899,43310,Klp98A
FBgn0027492,1265.824663,1002.670724,0.000234163,33.73956636,-1.262452999,-0.336229678,43312,wdb
FBgn0039527,47.81708935,108.8107154,0.001717541,11.3656929,2.275561246,1.186222417,43314,CG5639
FBgn0039529,200.7743825,1110.51014,3.40E-06,55.83231275,5.531134631,2.467575459,43316,CG5612
FBgn0003330,110.5512549,78.42711716,0.001531205,5.852988956,-1.40960498,-0.495290926,43327,Sce
FBgn0051055,0.991099602,585.275862,1.33E-06,30.59646744,590.5318305,9.205871015,318574,CG31055
FBgn0086346,664.2948845,1022.235976,0.001104291,61.22042785,1.538828614,0.621832561,43330,ALiX
FBgn0085382,50.80705401,86.22965211,0.019721295,11.23198524,1.697198426,0.763155246,5740590,CG34353
FBgn0039552,0,48.48253083,1.25E-05,3.715167208,Inf,Inf,43342,CG12426
FBgn0051053,7.175703575,0.947198041,0.002454446,1.245915792,-7.575716232,-2.921382292,318572,nenya
FBgn0039561,590.2209293,1234.785498,0.000937825,106.8543651,2.092073386,1.06493346,43353,mfrn
FBgn0039563,158.8329828,86.9208981,0.025083685,24.24460711,-1.827327907,-0.869735543,43355,CG4951
FBgn0039568,0.144892335,84.0052308,5.36E-06,5.560587904,579.7769119,9.179354073,43360,CG4815
FBgn0261618,1881.969672,1514.588121,0.002299615,72.53535582,-1.242562018,-0.31331786,53567,larp
FBgn0000659,127.5939281,187.5761614,0.001105856,10.26184408,1.470102568,0.555916815,43383,fkh
FBgn0039590,171.1526903,278.8712717,0.000111526,12.0919801,1.629371243,0.704315351,43387,CG10011
FBgn0051050,0,167.7647277,2.80E-05,14.77602394,Inf,Inf,318571,CG31050
FBgn0039597,0,454.2284995,3.58E-07,19.05269431,Inf,Inf,43395,CG9997
FBgn0039598,0.36457242,1065.657506,1.51E-05,84.3089476,2923.033798,11.5132508,43396,aqrs
FBgn0005642,273.2916903,148.7136425,0.031616407,44.6665644,-1.837704233,-0.877904593,43398,wdn
FBgn0024273,236.8233865,311.3701855,0.022074385,24.31953051,1.31477803,0.394819254,43402,WASp
FBgn0015589,498.3120483,587.3574758,0.007737922,22.6742205,1.178694109,0.237189363,44642,Apc
FBgn0053203,86.96994592,169.2713818,1.57E-05,6.564104406,1.946320422,0.96074924,43414,CG33203
FBgn0039612,55.67988011,79.16861889,0.026690467,8.048787145,1.421853257,0.507772579,43411,Nepl19
FBgn0039617,26.34576,44.39872178,0.020738511,5.797050091,1.685232151,0.752947345,43417,DIP-gamma
FBgn0039620,435.2798439,678.7735605,0.013284619,70.14720175,1.5593958,0.640987154,43420,wat
FBgn0039622,3.364287183,16.61503583,0.000260406,1.731923411,4.938649682,2.304116636,43422,eIF4E6
FBgn0039634,341.2856774,273.544251,0.001244701,11.85607491,-1.247643393,-0.319205636,43436,alpha-Man-Ib
FBgn0005596,376.4498096,152.0893527,0.004542861,50.93093754,-2.475188452,-1.307538371,43439,yem
FBgn0039638,97.33045986,30.88564988,0.010000893,17.92244152,-3.151316558,-1.655954684,43441,dgt6
FBgn0041588,271.1850505,230.5813477,0.022074751,13.24627185,-1.176092746,-0.234001835,64874,eIF2D
FBgn0039647,157.4434238,252.893235,0.005166206,22.26530629,1.60624832,0.683694946,43453,jus
FBgn0039651,2.160446327,292.8018665,1.14E-05,21.94490047,135.528415,7.08245155,43457,Cyt-c1L
FBgn0039655,0.292051846,66.18471956,1.23E-07,2.311143966,226.619761,7.824129858,43461,CG14507
FBgn0003525,508.4707592,6.602435836,0.003259559,106.3383984,-77.01260139,-6.267022625,43466,stg
FBgn0039659,0,46.768944,0.000106799,5.209845151,Inf,Inf,43467,CG14506
FBgn0015622,1140.816959,2055.93184,7.59E-05,95.97283576,1.802157502,0.849725103,44643,Cnx99A
FBgn0040623,196.6346534,311.1189471,0.030565871,40.67347681,1.582218301,0.661948664,50096,Spase12
FBgn0039665,86.89031049,38.52111876,0.002525774,9.731398494,-2.255653867,-1.173545701,43473,CG2310
FBgn0039668,428.9771198,1469.521771,8.62E-08,34.36856703,3.425641376,1.776374126,43476,Trc8
FBgn0051041,259.2410886,61.92433678,0.022802409,64.90648652,-4.186416877,-2.06571598,318567,CG31041
FBgn0039673,0.370097299,4.1556408,0.003160161,0.797030852,11.22850885,3.489094445,43482,CG7568
FBgn0039676,0.21741291,1.215307728,0.017972729,0.309209906,5.58986001,2.482812153,43486,ppk20
FBgn0025457,216.0400279,81.35852917,0.001437066,24.23737547,-2.655407246,-1.408933137,43490,Bub3
FBgn0039681,44.51055817,78.7467559,0.001896411,6.505400312,1.769170263,0.823072898,43492,CG7582
FBgn0039682,814.7691945,1803.686579,0.003523495,212.9174812,2.213739291,1.146485328,43494,Obp99c
FBgn0250832,0,2600.176147,0.001009581,437.153064,Inf,Inf,2768691,Dup99B
FBgn0039685,5.931717913,86.84319574,0.000785501,12.97012532,14.64047971,3.871890921,43497,Obp99b
FBgn0039687,52.79396623,31.04407198,0.046225148,8.683176589,-1.700613446,-0.76605525,43500,Naa40
FBgn0027583,125.0720068,155.0409951,0.002412528,5.974133742,1.239613876,0.30989081,43502,CG7601
FBgn0027518,132.3736922,75.08791662,0.008004093,14.69687552,-1.762916035,-0.817963763,43505,Wdr24
FBgn0039694,0.809308656,391.0801557,1.54E-07,14.21425692,483.2274471,8.916558591,43511,fig
FBgn0039702,51.4214616,65.46379761,0.02977088,4.953616627,1.273083175,0.348326679,43521,Vps16B
FBgn0039705,156.1992369,398.8654846,1.71E-06,13.25792085,2.553568715,1.352514881,326115,Atg16
FBgn0260969,0,64.30558789,0.000342476,8.835214927,Inf,Inf,8673955,CG42592
FBgn0039711,129.2478408,48.30772799,4.25E-05,7.668471655,-2.675510652,-1.419814273,43530,CG7824
FBgn0039714,417.7276209,1058.106653,9.37E-08,21.45149205,2.533006198,1.340850607,43533,Zip99C
FBgn0051040,113.90992,170.2218547,0.003916182,12.39230059,1.494354967,0.579522884,43547,Cog7
FBgn0039726,158.8640235,126.595942,7.11E-05,3.345558413,-1.25489033,-0.327561287,43549,eIF2Balpha
FBgn0004622,19.68005376,29.6212495,0.001260524,1.744152168,1.50514068,0.589898337,43551,TkR99D
FBgn0000032,371.1401663,177.4003768,1.26E-05,14.86292186,-2.092104724,-1.06495507,48445,Acph-1
FBgn0039730,113.9278348,138.3907506,0.00818307,6.307000317,1.214722906,0.280627254,43554,CG7903
FBgn0039735,1187.920219,255.7617339,5.35E-06,61.79916228,-4.644636244,-2.215565613,43559,Nph
FBgn0039736,44.13365934,22.87746592,0.030922072,7.575495291,-1.929132339,-0.947952116,43561,CG7912
FBgn0039737,5023.127851,7572.207364,0.001954121,487.2444189,1.507468571,0.592127924,43562,CG7920
FBgn0039738,249.7268002,465.1225255,8.01E-05,22.80342909,1.862525468,0.897260153,43563,Mgat2
FBgn0041102,0.292051846,2428.943052,1.60E-06,131.0970359,8316.82143,13.02181654,43567,ocn
FBgn0002626,5016.71269,2347.116793,0.000581332,404.4387135,-2.137393719,-1.095852684,43573,RpL32
FBgn0039742,38.22711531,103.0511669,3.43E-05,5.91692071,2.695761007,1.4306926,43575,CG15528
FBgn0051025,0.402461559,5982.911739,2.38E-07,234.3691801,14865.79675,13.85970917,43581,Ppi1
FBgn0051029,0.991099602,4238.246914,7.34E-07,200.6100493,4276.307756,12.06214997,318562,CG31029
FBgn0086355,2409.343011,3491.075246,0.000139112,126.3040464,1.448973945,0.535031653,43582,Tpi
FBgn0039749,7.276488989,13.94448242,0.035095507,2.460308534,1.916375114,0.938379984,43585,CG11498
FBgn0051030,141.3825517,284.8659143,0.00058341,21.75192657,2.014859054,1.010678921,318563,CG31030
FBgn0039751,141.1091578,112.546236,0.031847914,10.261373,-1.253788335,-0.326293812,43588,CG1983
FBgn0039754,171.026792,786.5144755,0.000951221,102.309982,4.598779328,2.201250972,43591,CG9747
FBgn0039757,13515.09397,6192.96785,9.79E-06,538.1820097,-2.182329102,-1.125868681,43594,RpS7
FBgn0039758,3.401471911,36.72725969,0.000133689,3.863637598,10.79746082,3.432620176,43600,CG9737
FBgn0085329,0,40.63494583,5.75E-05,4.058585294,Inf,Inf,5740334,CG34300
FBgn0015222,4173.132771,5863.055552,0.000513325,250.1624946,1.404953035,0.490521904,46415,Fer1HCH
FBgn0039764,58.78117084,41.06482553,0.01444346,5.206179786,-1.431423854,-0.517450927,43608,CG15535
FBgn0039766,33.37150984,72.24033675,2.24E-06,2.222467558,2.164730846,1.114187657,43610,CG15536
FBgn0039770,33.39375263,56.49649964,0.03614639,8.594610877,1.691828417,0.758583259,43614,CG15537
FBgn0028646,932.8825341,1150.506562,0.047897236,87.80180258,1.233281276,0.302501875,43616,aralar1
FBgn0039773,137.2756317,408.201323,3.45E-05,24.74362753,2.973589106,1.572205308,43617,CG2224
FBgn0039780,2.599806497,8.826580058,0.002983323,1.295706857,3.395091161,1.763450313,43625,PH4alphaNE1
FBgn0051371,1.173881076,9.029426018,0.005899015,1.885235351,7.691942737,2.943348023,43626,CG31371
FBgn0051014,1.388036282,68.1709449,8.34E-07,3.230449656,49.11322982,5.618039796,326112,PH4alphaSG1
FBgn0039783,0,271.6764904,3.16E-06,16.47016661,Inf,Inf,43628,PH4alphaNE2
FBgn0051524,0,103.9850532,1.40E-06,5.492677063,Inf,Inf,318781,CG31524
FBgn0027654,172.1990689,313.2538436,0.001247261,24.69713702,1.819137847,0.863254869,43630,jdp
FBgn0083991,12.43879146,25.91786678,0.002955959,2.799556074,2.08363223,1.059100658,4379867,CG34155
FBgn0039788,2.482744071,365.02881,3.51E-06,22.37181596,147.0263545,7.199930972,43635,Rpt6R
FBgn0039790,466.7348193,303.9152495,0.000172103,19.74893914,-1.535740046,-0.618934033,43637,CG2246
FBgn0266259,0.147159511,1.702434452,0.001117689,0.26662263,11.56863355,3.532146562,19835263,CG44954
FBgn0039792,0.944290575,2489.469035,1.66E-06,135.261938,2636.337905,11.36431958,43639,CG2267
FBgn0051013,7.511615877,205.5709903,3.89E-05,18.47166295,27.36707968,4.774369589,326111,CG31013
FBgn0051015,67.15838667,14.8593213,0.025770775,17.75698461,-4.519613334,-2.176199351,43640,PH4alphaPV
FBgn0039796,1.135991937,556.0408393,5.98E-07,25.38248728,489.4760439,8.935094442,43643,CG12069
FBgn0000274,7.532781566,369.5967591,2.93E-06,21.66357147,49.06511039,5.616625601,43644,Pka-C2
FBgn0051010,0,420.6746416,1.34E-05,32.64787848,Inf,Inf,318555,CG31010
FBgn0039801,161.2304175,512.4416331,0.004640476,80.08453836,3.178318588,1.668263745,43649,Npc2h
FBgn0039807,126.5929185,217.2515336,0.017886727,28.05850759,1.716142863,0.779169657,43659,CG15546
FBgn0039808,46.71018733,77.85373298,0.000132311,3.603974453,1.6667399,0.737028985,43660,CG12071
FBgn0039810,0,98.78006294,4.46E-06,6.349350556,Inf,Inf,43665,CG15549
FBgn0062411,0,67.96684318,0.000325372,9.25118232,Inf,Inf,43668,Ctr1C
FBgn0004573,13.65932124,32.69853011,0.004225108,4.256736347,2.393862003,1.259339989,43669,5-HT7
FBgn0051008,0,231.1145663,2.59E-06,13.54271457,Inf,Inf,318554,CG31008
FBgn0051007,0.36457242,503.4090075,4.32E-08,14.79906342,1380.820324,10.43130989,318553,CG31007
FBgn0039816,31.62237032,57.3921689,0.008045014,6.618833327,1.814923053,0.859908384,43676,CG11317
FBgn0039817,6.525050626,19.62844532,0.012181555,3.6988798,3.008167515,1.588884908,43677,CG15553
FBgn0261395,0,56.42550633,2.35E-06,3.251963524,Inf,Inf,43679,Prosalpha3T
FBgn0039821,61.41688117,117.0532935,0.003262466,11.79067825,1.905881433,0.930458371,43681,CG15556
FBgn0086704,82.35928099,155.9165401,0.004529949,16.68786459,1.893126534,0.920770842,43683,stops
FBgn0267435,1255.472374,2274.951472,0.001349739,181.2466083,1.8120283,0.857605488,43690,chp
FBgn0061476,95.61468156,44.20961049,0.035145308,18.97454468,-2.162757837,-1.112872136,59247,Zwilch
FBgn0039829,77.66792389,40.99119546,0.004444352,8.287509104,-1.894746494,-0.922004837,43692,CG15561
FBgn0051204,0,918.8247967,4.12E-07,39.47584633,Inf,Inf,318625,CG31204
FBgn0039846,164.5395226,116.5459095,0.002919645,9.943071422,-1.411800065,-0.497535793,43710,PNPase
FBgn0039857,12873.51866,5630.653921,2.21E-05,612.4372628,-2.286327456,-1.193032046,43723,RpL6
FBgn0039859,23.01641892,42.88189318,0.004438609,4.487602741,1.863100134,0.897705216,43726,CG11539
FBgn0039864,47.38309462,129.1760662,0.004075964,18.15030195,2.726205776,1.446894462,43731,CG11550
FBgn0261583,0,23.18706754,0.001486691,4.200427994,Inf,Inf,10178906,CG42693
FBgn0039867,96.45117195,40.16566839,0.000132664,6.516535794,-2.401333672,-1.263835884,43734,CstF50
FBgn0000150,4637.404206,2123.234634,3.30E-05,227.8898153,-2.184122345,-1.127053672,43739,awd
FBgn0017448,153.083999,98.95131617,0.00698403,13.4765018,-1.547063798,-0.629532692,43743,CG2187
FBgn0039873,322.1263258,515.1752175,0.04281712,75.36301661,1.599295606,0.677436624,43744,Smvt
FBgn0039876,75.11135404,52.76223224,0.005503429,5.284156674,-1.423581809,-0.509525403,43748,CG2126
FBgn0039877,320.098367,197.9334958,4.65E-05,11.75394206,-1.617201604,-0.69349954,43750,Mccc1
FBgn0266268,429.5821704,547.1535042,0.009384857,31.25868117,1.273687648,0.349011522,43757,FeCH
FBgn0011224,563.345925,1080.372374,0.000237706,66.46950562,1.917777915,0.939435661,48571,heph
FBgn0040206,395.9089761,332.2530401,0.015417588,19.00124187,-1.191588724,-0.252886377,53554,krz
FBgn0267363,0.292051846,262.3721575,1.53E-06,14.05190843,898.3752749,9.811174412,5740846,JYalpha
FBgn0039896,23.49753358,52.33368111,0.004209279,6.442051104,2.227198907,1.155230408,43779,yellow-h
FBgn0039897,1448.457274,2369.890382,0.009865105,247.7698548,1.636147937,0.7103032,43780,CG1674
FBgn0259216,69.24264925,126.884632,0.005862237,13.81475371,1.832463567,0.873784515,43781,RhoGAP102A
FBgn0026777,683.429667,578.8633707,0.00055691,15.71541874,-1.18064072,-0.239570006,43785,Rad23
FBgn0016126,631.4410697,906.5084855,0.000341457,37.77208152,1.435618506,0.521672426,43792,CaMKI
FBgn0262731,33.42003771,13.71821456,0.043350624,7.71896256,-2.436179837,-1.284620636,3772538,CG33941
FBgn0004607,127.6013705,179.1937497,0.034166308,18.89529845,1.404324647,0.489876492,43795,zfh2
FBgn0022361,218.1091272,311.5652807,0.023854053,31.10029646,1.42848346,0.514484332,43797,Pur-alpha
FBgn0039911,126.8342393,220.9944408,0.002535058,18.95808915,1.742387876,0.80106582,43800,CG1909
FBgn0039915,201.3055337,350.7991123,0.01271766,42.62718674,1.742620314,0.801258266,43805,Gat
FBgn0024728,259.9815974,322.4452202,0.027647444,21.60416896,1.240261709,0.310644577,43809,Slip1
FBgn0005558,26.76578672,53.09036567,0.001645083,4.864073724,1.98351598,0.98806002,43812,ey
FBgn0005666,7469.256156,12011.56535,0.011101094,1254.883862,1.608134076,0.685387695,43814,bt
FBgn0019650,61.28103317,91.88413199,0.046171224,12.21341923,1.499389407,0.584375115,43833,toy
FBgn0005561,35.76881765,73.07260776,0.006332125,9.090635068,2.042913704,1.030628264,43825,sv
FBgn0039927,230.5738315,326.4671637,0.04362473,37.63894949,1.41588992,0.501709106,43822,CG11155
FBgn0039925,2.45590469,10.66491853,0.012493078,2.330994028,4.342562061,2.118546467,43820,Kif3C
